item_id,verdict,note
AL0811,does_not_answer,目的地代码前导空格和Aberdeen城市名尾随空格导致连接筛选失败，漏掉21个到达航班。
AL0812,question_underspecified,“car”“different versions”未明确按Model、完整Make名称或年份配置界定；SQL按Model统计车辆记录数。
AL0813,answers,按Language='English'统计频道，返回3个。
AL0814,answers,通过州字段NY或CA筛选并计数，返回3张投票记录。
AL0815,answers,用养猫学生集合排除后投影专业和年龄，筛选范围正确。
AL0816,answers,排除播放Ben Jones执导动画的频道，逐频道返回其套餐选项。
AL0817,answers,排除有英语语言记录的国家后汇总人口，国家集合和聚合均对应问题。
AL0818,answers,排除visit表中出现过的博物馆编号，返回没有访客记录的博物馆名。
AL0819,answers,按Country='USA'筛选航空公司，正确返回名称和缩写。
AL0820,does_not_answer,起点机场代码前导空格及城市名尾随空格未处理，实际21个出发航班被计为0。
AL0821,answers,先限定PetType='dog'，再按年龄升序取最年轻犬的体重9.3。
AL0822,answers,按商店商品数量降序取首位，返回相应经理姓名和地区。
AL0823,does_not_answer,航班代码和城市名的边缘空格使连接筛选失败，Aberdeen实际21个出发航班被计为0。
AL0824,does_not_answer,实际SourceAirport为' APG'，直接比较'APG'使11个航班被漏掉。
AL0825,answers,按比赛分钟数降序取最长比赛，返回该场败者和胜者姓名。
AL0826,answers,以UNION合并制造商数超过3的国家和生产fiat的国家，返回编号及名称。
AL0827,answers,用州字段的或条件选出Hawaii及Wisconsin的专业人员邮箱。
AL0828,answers,按国家统计制造商数量并降序取首位，返回制造商最多的japan。
AL0829,answers,准确筛选Brazil，返回人口和预期寿命。
AL0830,question_underspecified,可问存在一个不播该作者作品的频道的国家，也可要求该国所有频道都不播；SQL采用前者并逐频道投影国家。
AL0831,answers,正确筛选USA航空公司并返回公司名称和缩写。
AL0832,answers,按主人编号连接犬只，并限定主人住在Virginia，返回主人名和犬名。
AL0833,does_not_answer,DISTINCT作用于姓名与排名组合，前三行仍全是Madison Keys，并非三位不同的年轻胜者。
AL0834,answers,限定Australian Open比赛后按胜者排名积分降序取最高者，返回Serena Williams。
AL0835,does_not_answer,SurfaceArea采用平方千米，题目阈值为3000平方英里；未换算导致多计Trinidad and Tobago，人口总数应为479458000。
AL0836,answers,将年龄转换为数值并升序取最小者，返回最年轻教师的家乡。
AL0837,answers,使用IN筛选NY和CA并统计投票，共3条。
AL0838,answers,按grade=10筛选并列出全部4位学生姓名。
AL0839,answers,按国家统计电视频道并取最大计数，返回Italy及12个频道。
AL0840,answers,先限定开馆年份小于2009，再对博物馆员工数取平均。
AL0841,answers,关联国家与语言表，筛选Afghanistan及官方语言标志T，计数为2。
AL0842,answers,按GovernmentForm='Republic'统计国家记录，返回122。
AL0843,answers,沿制造商至车辆关系筛选1970年，并对制造商名称去重。
AL0844,answers,通过所在国的英语语言记录筛选城市，按城市人口降序取最大者New York。
AL0845,answers,按商店统计雇用记录并取最多者，FC Haka有2名员工，为唯一最大值。
AL0846,answers,按净资产降序取首位，返回财富最高的歌手姓名。
AL0847,answers,从教师集合中排除课程安排出现过的教师编号，返回未分配课程的两位教师。
AL0848,does_not_answer,用亚洲人口最大值作上界只保证少于某个亚洲国家，不能保证少于亚洲所有国家。
AL0849,answers,按制造商全名定位American Motor Company并统计其车型，返回1。
AL0850,answers,筛选Central Africa地区国家后平均LifeExpectancy字段，返回50.3111。
AL0851,answers,正确关联volvo的全部车辆并计算Edispl平均值，结果133.5。
AL0852,answers,限定亚洲国家，按预期寿命升序取最小者Afghanistan。
AL0853,answers,按制造商全名分组统计车型，列顺序不同不影响回答；本库22家制造商均被覆盖。
AL0854,answers,按赛事名称统计比赛记录，返回比赛数超过10的赛事名称。
AL0855,answers,学生编号集合减去养猫学生集合，包含没有宠物的学生。
AL0856,answers,按国家代码统计球员数量并取最多者，返回USA。
AL0857,answers,按姓名Kyle精确筛选，返回其学生编号1934。
AL0858,answers,将年龄大于20的学生与持有关系连接并计数，实得0只宠物。
AL0859,answers,年龄虽为文本，本库均为两位整数，升序与数值顺序一致，正确返回从年轻到年长的教师姓名。
AL0860,answers,按成立年份降序排列各乐团，返回对应唱片公司。
AL0861,question_underspecified,“only used by a single republic country”可指全球仅一个使用国且为共和国，也可只在共和国子集中计数；SQL采用后者。
AL0862,does_not_answer,城市名尾随空格及航班目的地代码前导空格未处理，使Aberdeen和Abilene的到达航班错误计为0。
AL0863,answers,按Central Africa地区筛选并计算各国预期寿命平均值。
AL0864,answers,按单次评估奖金降序取最大记录，返回唯一最高奖金获得者Louis Deacon。
AL0865,does_not_answer,题目要求严格大于160000且严格小于900000，BETWEEN包含两个端点；当前无端点记录不消除条件语义差异。
AL0866,answers,筛选Dutch或English语言记录，关联国家后对Region去重。
AL0867,answers,将国家与制造商内连接并去重，返回至少有一家制造商的国家名与编号。
AL0868,question_underspecified,9至12年级均为4人，并列最多；题目未说明单数“which year”在并列情况下如何选择。
AL0869,answers,按航空公司编号正确连接并筛选JetBlue Airways，返回100个航班。
AL0870,answers,按制造商编号统计车型，返回全名、编号和数量；本库全部制造商均有车型。
AL0871,answers,定位Kyle的编号后统计其Friend记录，返回1位朋友。
AL0872,answers,限定France歌手后同时返回平均、最小和最大年龄。
AL0873,answers,通过养猫学生子查询排除，返回不养猫的33个学生编号。
AL0874,answers,以差集从有轻于3500车辆的车型中排除Ford制造商的车型，返回26个不同车型。
AL0875,answers,分别筛选官方英语与官方荷兰语国家，通过UNION合并去重。
AL0876,question_underspecified,博物馆2和4的参观次数均为2，并列最多；题目未说明并列时单个结果的选择规则。
AL0877,question_underspecified,“average”可指全库城市人口平均值，也可指各自地区平均值；SQL选择全库平均，题目未限定基准。
AL0878,answers,按Sky Radio频道名称定位，返回其Package_Option。
AL0879,does_not_answer,连接后未按歌手去重，Justin Brown因参加两场2014年演唱会重复出现，并非每位歌手一次的名单。
AL0880,does_not_answer,起点机场代码含前导空格，'CVO'和'APG'条件未匹配，错误返回空集。
AL0881,does_not_answer,Horsepower中的文本'null'被CAST为0并参与平均，拉低结果；排除两条缺失值后平均应约111.8408。
AL0882,answers,正确排除Ford制造商、限定重量小于3500，并对车型名称去重。
AL0883,answers,按战役分组并要求Lettice和HMS Atalanta两个船名都出现，返回对应战役名称与日期。
AL0884,answers,按国家统计制造商并取数量最多者，返回japan。
AL0885,answers,限定亚洲国家，分别汇总人口和取GNP最大值，返回所求两个统计量。
AL0886,answers,按重量在3000至4000之间筛选车辆，并返回不同生产年份。
AL0887,answers,按Sky Radio名称筛选，返回内容字段music。
AL0888,answers,按weight>10筛选并计数，返回2只宠物。
AL0889,answers,按亚洲国家预期寿命升序取第一名，正确返回Afghanistan。
AL0890,answers,筛选数据库中HeadOfState为Beatrix的国家，并返回其官方语言；重复语言对应不同国家记录。
AL0891,answers,将Todd Casey编写的动画关联到频道，返回其所在国家United Kingdom和Italy。
AL0892,does_not_answer,内连接漏掉没有演唱会的Joe Sharp；题目要求每位歌手，应包含其0场记录。
AL0893,does_not_answer,SourceAirport实际保存' APG'，直接匹配'APG'未命中，11个航班被误计为0。
AL0894,answers,同时排除Republic国家以及有英语语言记录的国家，返回剩余国家代码。
AL0895,answers,按Plaza Museum精确筛选，返回开馆年份2000及员工数62。
AL0896,does_not_answer,目的地机场代码前导空格和城市名尾随空格使连接筛选失败，到达Aberdeen的21个航班被漏计。
AL0897,answers,限定2013年之后演唱会，按体育场统计并取最大者，返回Somerset Park及容量。
AL0898,answers,按年级分组统计学生，返回各年级4人。
AL0899,does_not_answer,UNION ALL统计地址引用次数而非不同学生人数；学生5的现住和常住地址均为9，被重复计入，聚合口径不正确。
AL0900,answers,排除Friend表中有朋友关系的学生后取最低年级，返回10。
AL0901,answers,按动画标题精确筛选并连接频道，返回播放该动画的频道series_name。
AL0902,does_not_answer,城市字段实际为'Aberdeen '，直接与'Aberdeen'比较未命中，漏掉当地机场名称。
AL0903,answers,按数据库实际的高清标志字段筛选yes，返回该频道的套餐和series_name。
AL0904,answers,排除课程安排中出现的教师编号，返回未安排授课的两位教师姓名。
AL0905,answers,限定Australian Open比赛并按胜者排名积分降序取最大者，返回Serena Williams。
AL0906,answers,关联车辆名称后筛选生产年份大于1980，并对Model去重。
AL0907,answers,按车辆编号关联名称，筛选1980年之后并返回不同车型。
AL0908,answers,先筛选30岁以下员工，再按城市分组保留人数大于1者。
AL0909,does_not_answer,Aberdeen城市名尾随空格及航班目的地代码前导空格未处理，实际21个到达航班被误计为0。
AL0910,answers,正确筛选USA航空公司并计数，结果12。
AL0911,question_underspecified,多条国家记录人口均为0，并列最少；题目使用单数但未指定并列选择规则，LIMIT 1任取Antarctica。
AL0912,answers,按城市Port Chelsea筛选地址，返回邮编148。
AL0913,answers,按国家代码分组统计球员数，逐国返回代码及数量。
AL0914,answers,按年龄升序排列指挥，返回从最年轻到最年长的姓名。
AL0915,answers,以IndepYear为建国年份字段，筛选1950年之后并返回国家名称。
AL0916,does_not_answer,库中公司名为'JetBlue Airways'，SQL中的'Jetblue Airways'大小写不匹配，错误返回空集。
AL0917,answers,将Aruba与其语言记录关联并计数，返回4种语言。
AL0918,does_not_answer,航空公司名称大小写不匹配，Jetblue未命中JetBlue，实际100个航班被误计为0。
AL0919,answers,按缩写UAL精确筛选，返回United Airlines。
AL0920,answers,子查询计算2010年之后开馆博物馆的最少员工数，主查询返回员工多于该值的博物馆。
AL0921,answers,按出生年份为1948或1949筛选，返回对应歌手姓名。
AL0922,answers,排除播放Ben Jones执导动画的频道，返回剩余频道编号。
AL0923,answers,通过集合差排除养猫学生，返回不养猫学生的编号。
AL0924,answers,分别筛选商品少于3000和多于10000的商店地区并取交集，空集与库内记录一致。
AL0925,answers,按首次注册日期升序取首位，返回完整三段姓名。
AL0926,answers,按Age升序排列全部指挥，满足按年龄排序且题目未要求相反方向。
AL0927,question_underspecified,部分国家有多种语言并列最高占比；题目未规定并列时全列还是任取一种，ROW_NUMBER每国只取一种。
AL0928,does_not_answer,按州连接会把同州所有区号分配给每张选票；未从实际投票电话号码识别区号，错误返回14个NY区号。
AL0929,does_not_answer,实际目的地代码为' ATO'，前导空格使'ATO'筛选失败，7个到达航班被误计为0。
AL0930,answers,沿课程安排正确关联教师与课程，返回教授Math的两位教师姓名。
AL0931,answers,按国家人口降序取前三，返回China、India和United States。
AL0932,answers,通过车型和制造商关系筛选volvo车辆，计算Edispl平均值133.5。
AL0933,answers,按UAL缩写定位航空公司并返回其名称United Airlines。
AL0934,answers,排除有演唱会记录的体育场，返回没有演唱会的场地名称。
AL0935,answers,按Kyle姓名筛选并返回学生编号1934。
AL0936,answers,排除有宠物持有关系的学生后计算平均年龄，结果19.625。
AL0937,does_not_answer,公司名'Jetblue Airways'与实际'JetBlue Airways'大小写不一致，查询未返回实际缩写JetBlue。
AL0938,answers,关联制造商和国家并筛选france，统计制造商编号得到3。
AL0939,answers,按年级分组并统计人数，返回9至12年级各4人。
AL0940,answers,关联使用Chinese的国家并对Continent去重计数，返回4个洲。
AL0941,answers,按Age<30筛选访客并计数，返回3人。
AL0942,does_not_answer,目的地代码包含前导空格，'ATO'条件未命中，实际7个航班被计为0。
AL0943,question_underspecified,库中age与出生日期推得的年龄顺序不一致；按登记age得9只，按出生日期比较得8只，题目未指定年龄来源。
AL0944,does_not_answer,未对年份去重，返回107条车辆对应年份而非13个不同生产年份。
AL0945,question_underspecified,可问各国内西班牙语占比最高的国家数，也可问西班牙语占比在国家间达到最高值的国家数；SQL采用前者，结果21，后者为2。
AL0946,does_not_answer,未限定兽医角色，结果包含3名Employee；这些普通员工不满足题目所问doctors条件。
AL0947,answers,以最大体育场容量筛选相应场地并统计演唱会，库中该最大容量场地唯一且无演唱会。
AL0948,answers,按国籍分组统计人员，返回Bulgaria为1人、Russia为6人。
AL0949,answers,按主人汇总其所有犬只的治疗费用并取总额最大者，返回主人编号3和邮编02647。
AL0950,answers,筛选年龄大于20的学生后统计其持有的宠物记录，结果0。
AL0951,answers,限定2013和2016年的获胜记录并要求两种年份都出现，返回在两年均有胜场的球员姓名。
AL0952,does_not_answer,Original_air_date是英文月份日期文本，字典序不等于时间顺序；返回2008年11月记录而非最新2009年2月记录。
AL0953,does_not_answer,直接按英文月份日期文本排序会把2009年2月排在2008年11月前，未按真实播出时间排序。
AL0954,answers,birth_date以YYYYMMDD整数存储，直接排序可正确形成从年长到年轻的顺序；题目未指定排序方向。
AL0955,does_not_answer,无论“average”指人口还是面积，3000平方英里的筛选阈值都未换算为SurfaceArea的平方千米，筛选集合错误。
AL0956,does_not_answer,目的地代码前导空格及城市名尾随空格使连接筛选失败，未列出到达Aberdeen的21个航班号。
AL0957,answers,按Math课程筛选并关联课程安排与教师，返回教授该课程的两位教师姓名。
AL0958,answers,公司名称JetBlue Airways与库内值一致，正确返回缩写JetBlue。
AL0959,answers,按演唱会编号统计关联歌手，返回名称、主题和人数；本库全部6场演唱会均有歌手而被覆盖。
AL0960,answers,限定亚洲国家，汇总人口并取GNP最大值，两个聚合与问题一致。
AL0961,answers,按Angola国家名精确筛选，返回其地区和人口。
AL0962,answers,通过UNION合并Indiana居民与治疗次数超过2的专业人员，返回编号、姓氏和手机号码。
AL0963,does_not_answer,合并现住与常住地址后使用COUNT会把学生5在地址9重复计数；统计的是地址引用数而非不同学生人数。
AL0964,answers,筛选Central Africa地区国家并平均LifeExpectancy，返回50.3111。
AL0965,answers,限定宠物体重大于10并计数，返回2只。
AL0966,does_not_answer,存在非英语语言不等于不说英语；此条件纳入同时说英语的国家，并重复返回国家代码。
AL0967,answers,按船只汇总其造成的受伤人数，返回总数最多的HMS Avon及编号4。
AL0968,answers,筛选Gelderland地区的城市记录并汇总人口，得到库内总人口545548。
AL0969,answers,正确关联volvo制造商的车辆并取Edispl平均值，返回133.5。
AL0970,answers,按国家代码统计球员并保留人数超过50的国家。
AL0971,answers,从Kyle沿Friend关系连接好友的学生记录，返回Jordan。
AL0972,question_underspecified,date_left仅表示离校，库内没有明确毕业状态或毕业日期；题目未说明是否把所有离校都视为毕业。
AL0973,answers,按Sky Radio频道筛选并关联动画，返回该频道的全部两个动画标题。
AL0974,answers,正确关联动画与频道，列出Sky Radio播放的全部动画标题。
AL0975,does_not_answer,COUNT(*)统计国家与语言组合，同一种语言跨国重复计数；语言多样性应按不同语言计数，最大洲相同也不代表口径正确。
AL0976,answers,将Kabul城市记录关联其国家，返回国家的Region。
AL0977,answers,本库教师年龄均为两位数字文本，直接升序能正确定位最年轻教师并返回家乡。
AL0978,answers,按洲筛选Asia或Europe，汇总对应国家表面面积。
AL0979,answers,用非洲人口最大值作下界，筛选比所有非洲国家人口都多的亚洲国家。
AL0980,answers,按缩写UAL筛选并返回United Airlines。
AL0981,does_not_answer,Horsepower为文本，直接比较按文本规则错误计得281辆；转换有效数值后大于150的实际为49辆。
AL0982,answers,筛选宠物年龄大于1并返回编号和体重，得到两条符合记录。
AL0983,answers,按永久地址筛选Haiti居民，与指定手机号码学生取并集，返回所求名字。
AL0984,answers,筛选年龄大于20的歌手并对国家去重，返回3个国家。
AL0985,answers,按独立年份大于1950筛选，返回国家名称。
AL0986,answers,将选票与候选人编号关联并筛选Tabatha Gehling，返回投票时间、州和电话号码。
AL0987,answers,按商品数量降序排列所有商店，并返回名称、位置和地区。
AL0988,answers,对1945年前与1955年后出生歌手的国籍取交集，返回United States。
AL0989,answers,按国家统计频道并取最大计数，返回Italy及12个频道。
AL0990,answers,按GovernmentForm='Republic'筛选并计数，返回122。
AL0991,answers,沿车型、制造商和国家关联关系筛选usa，返回13个车型。
AL0992,answers,按国家代码统计球员编号并取最多者，返回USA。
AL0993,does_not_answer,未对CountryCode去重，按非英语语言记录返回924行，多个国家反复出现，并非国家代码集合。
AL0994,does_not_answer,Continent实际为'North America'，小写筛选不匹配而返回两个NULL；此外平方英里阈值也未换算。
AL0995,does_not_answer,birth_date是YYYYMMDD整数，strftime无法按该格式解析，排序表达式均为NULL，未按年龄排序。
AL0996,answers,分别找养猫与养狗学生后取交集；本库没有同时养二者的学生，空集正确。
AL0997,does_not_answer,Horsepower列为文本，直接与150比较得到281而非数值口径下的49，数量不正确。
AL0998,answers,限定亚洲并要求人口大于非洲最大值，正确实现比非洲任何国家都多。
AL0999,answers,按Title默认升序排列动画标题，正确实现字母顺序。
AL1000,does_not_answer,题目要求人口为80000，SQL改成大于80000，多返回38个不符合精确人口条件的国家。
AL1001,answers,按员工数降序取最大博物馆，返回Plaza Museum及编号1。
AL1002,question_underspecified,题目未说明人口平均值是全体城市平均还是各地区内部平均；SQL采用全库平均。
AL1003,answers,按课程名math精确筛选，返回其课程描述q。
AL1004,answers,按主人统计犬只数并取最多者，返回主人编号14及完整姓名。
AL1005,answers,birth_date以可排序的YYYYMMDD整数保存，升序取最早出生者，返回Thelma和AUS。
AL1006,answers,按家乡分组筛选教师数至少2的城镇；本库教师家乡均不同，空集正确。
AL1007,answers,关联使用Dutch或English的国家，对地区字段去重后返回。
AL1008,answers,内层筛选制造商超过2家的国家，外层统计国家数，正确返回4。
AL1009,question_underspecified,Canada、China、India、Russia和USA均使用12种语言，并列最多；单数问题未规定如何选择，LIMIT 1只取一国。
AL1010,answers,按主要录制格式为CD或DVD筛选乐团并计数，返回11。
AL1011,answers,按人口降序取前三个国家名称，返回China、India、United States。
AL1012,answers,按单次参观购买票数降序取最高记录，返回Arjen Robben及年龄27。
AL1013,answers,按治疗时间倒序取最近一条，返回费用407。
AL1014,answers,按歌手国家分组统计人数，返回各国家及对应歌手数。
AL1015,question_underspecified,库中登记age与date_of_birth给出不同的最年轻犬；SQL按出生日期选主人Mertz，而按age则为Nicolas，题目未指定依据。
AL1016,answers,SQL采用数据库内正确的JetBlue Airways大小写，成功返回所属国家USA。
AL1017,answers,通过出生年份1948或1949的或条件筛选歌手，返回两位姓名。
AL1018,answers,Age虽为文本，本库均为两位整数，升序正确对应从年轻到年长的教师顺序。
AL1019,answers,将题中的场站按体育场理解，按容量5000至10000筛选并返回位置和名称；本库没有符合者。
AL1020,answers,按math课程名称筛选并返回全部描述记录。
AL1021,answers,使用洲的或条件筛选Asia及Europe，正确汇总面积。
AL1022,answers,筛选费用低于全体治疗平均费用的记录，关联专业人员并对姓名去重。
AL1023,does_not_answer,城市名末尾存在空格，'Aberdeen'未匹配'Aberdeen '，错误返回空机场名单。
AL1024,answers,通过国家英语记录筛选城市，按城市人口取最大者New York；额外人口列有助于说明且不影响回答。
AL1025,answers,按Port Chelsea城市筛选地址，正确返回邮编148。
AL1026,answers,限定会员等级不高于4的访客，计算其平均年龄36。
AL1027,answers,按数据库洲分类限定亚洲，再按面积降序取最大者，返回其名称、人口及预期寿命。
AL1028,answers,按国籍分组统计歌手人数，返回不同国籍及相应数量。
